Site,Plot,ID,Order ,Species ,Count,Type
LB,LB_M3_6,LB_M3,Araneae,Linyphiidae,1,Mature
LB,LB_M4_1,LB_M4,Coleoptera,Nebria brevicollis,1,Mature
LB,LB_M4_2,LB_M4,Coleoptera,Nebria brevicollis,1,Mature
LB,LB_M4_3,LB_M4,Coleoptera,Nebria brevicollis,3,Mature
LB,LB_M4_3,LB_M4,Araneae,Pardosa agrestis,1,Mature
LB,LB_M4_3,LB_M4,Araneae,Pardosa pullata,2,Mature
LB,LB_M4_3,LB_M4,Araneae,Xysticus kochi,2,Mature
LB,LB_M4_4,LB_M4,Araneae,Linyphiidae,3,Mature
LB,LB_M4_4,LB_M4,Coleoptera,Nebria brevicollis,7,Mature
LB,LB_M4_4,LB_M4,Coleoptera,Pterostichus madidus,1,Mature
LB,LB_M4_4,LB_M4,Araneae,Pachygnatha degeeri,1,Mature
LB,LB_M4_4,LB_M4,Araneae,Pardosa sp,2,Mature
LB,LB_M4_5,LB_M4,Coleoptera,Notiophilus rufipes,1,Mature
LB,LB_M4_5,LB_M4,Coleoptera,Nebria brevicollis,9,Mature
LB,LB_M4_6,LB_M4,Coleoptera,Badister bullatus,1,Mature
LB,LB_M4_6,LB_M4,Coleoptera,Calathus rotundicollis,1,Mature
LB,LB_P1_1,LB_P1,Coleoptera,Notiophilus biguttatus,1,PL
LB,LB_P1_1,LB_P1,Coleoptera,Loricera pilicornis,1,PL
LB,LB_P1_2,LB_P1,Araneae,Linyphiidae,1,PL
LB,LB_P1_2,LB_P1,Coleoptera,Neuraphes elongatulus,1,PL
LB,LB_P1_3,LB_P1,Araneae,Linyphiidae,1,PL
LB,LB_P1_4,LB_P1,Araneae,Linyphiidae,5,PL
LB,LB_P1_4,LB_P1,Araneae,lycosidae. Immature.,1,PL
LB,LB_P1_4,LB_P1,Araneae,Pachygnatha degeeri,1,PL
LB,LB_P1_4,LB_P1,Araneae,Trochosa ruricola,1,PL
LB,LB_P1_5,LB_P1,Araneae,Linyphiidae,1,PL
LB,LB_P1_5,LB_P1,Araneae,Pachygnatha degeeri,1,PL
LB,LB_P1_5,LB_P1,Araneae,Trochosa ruricola,1,PL
LB-P1,LB_P1_6_,LB_P1,Araneae,Trochosa ruricola,1,PL
LB-P1,LB_P1_6_,LB_P1,Araneae,Pachygnatha degeeri,1,PL
LB-P1,LB_P1_6_,LB_P1,Araneae,Linyphiidae,2,PL
LB,LB_P2_1,LB_P2,Coleoptera,Notiophilus germinyi,1,PL
LB,LB_P2_1,LB_P2,Araneae,Xysticus kochi,1,PL
LB,LB_P2_1,LB_P2,Araneae,Pachygnatha degeeri,1,PL
LB,LB_P2_1,LB_P2,Araneae,Linyphiidae,2,PL
LB,LB_P2_1,LB_P2,Araneae,Pachygnatha degeeri,1,PL
LB,LB_P2_1,LB_P2,Araneae,Trochosa ruricola,1,PL
LB,LB_P2_1,LB_P2,Coleoptera,Notiophilus biguttatus,2,PL
LB,LB_P2_2,LB_P2,Coleoptera,Nebria brevicollis,1,PL
LB,LB_P2_2,LB_P2,Coleoptera,Pachygnatha degeeri,1,PL
LB,LB_P2_2,LB_P2,Araneae,Pardosa pullata,2,PL
LB,LB_P2_2,LB_P2,Araneae,Trochosa ruricola,1,PL
LB,LB_P2_3,LB_P2,Araneae,Linyphiidae,8,PL
LB,LB_P2_3,LB_P2,Coleoptera,Notiophilus biguttatus,1,PL
LB,LB_P2_4,LB_P2,Araneae,Bycatch,3,PL
LB,LB_P2_4,LB_P2,Araneae,Linyphiidae,1,PL
LB,LB_P2_4,LB_P2,Araneae,Pachygnatha degeeri,2,PL
LB,LB_P2_4,LB_P2,Araneae,Trochosa ruricola,1,PL
LB,LB_P2_6,LB_P2,Coleoptera,Pterostichus madidus,1,PL
LB,LB_P2_6,LB_P2,Araneae,Linyphiidae,2,PL
LB,LB_P2_6,LB_P2,Araneae,Trochosa sp,1,PL
MG,MG_M1_1,MG_M1,Coleoptera,Carabus nemoralis ,1,Mature
MG,MG_M1_1,MG_M1,Coleoptera,Pirata hygrophilus,3,Mature
MG,MG_M1_1,MG_M1,Araneae,Linyphiidae,1,Mature
MG,MG_M1_1,MG_M1,Araneae,Pirata hygrophilus,5,Mature
MG,MG_M1_2,MG_M1,Araneae,Linyphiidae,1,Mature
MG,MG_M1_2,MG_M1,Araneae,Pardosa sp,1,Mature
MG,MG_M1_2,MG_M1,Coleoptera,Pterostichus madidus,1,Mature
MG,MG_M1_3,MG_M1,Coleoptera,Pterostichus strenuus,1,Mature
MG,MG_M1_5,MG_M1,Coleoptera,Pterostichus madidus,1,Mature
MG,MG_M1_5,MG_M1,Araneae,Pirata hygrophilus,1,Mature
MG,MG_M1_5,MG_M1,Coleoptera,Pterostichus madidus,1,Mature
MG,MG_M1_6,MG_M1,Coleoptera,Notiophilus biguttatus,1,Mature
MG,MG_M1_6,MG_M1,Coleoptera,Pachygantha clercki,1,Mature
MG,MG_M2_1,MG_M2,Coleoptera,Loricera pilicornis,1,Mature
MG,MG_M2_1,MG_M2,Coleoptera,Abax parallelepipedus,2,Mature
MG,MG_M2_1,MG_M2,Coleoptera,Pachygnatha degeeri ,1,Mature
MG,MG_M2_1,MG_M2,Coleoptera,Linyphiidae,1,Mature
MG,MG_M2_1,MG_M2,Coleoptera,Bycatch,4,Mature
MG,MG_M2_2,MG_M2,Coleoptera,Nebria brevicollis,1,Mature
MG,MG_M2_3,MG_M2,Coleoptera,Pterostichus madidus,1,Mature
MG,MG_M2_4,MG_M2,Coleoptera,Abax parallelepipedus,1,Mature
MG,MG_M2_4,MG_M2,Coleoptera,Abax parallelepipedus,1,Mature
MG,MG_M2_4,MG_M2,Coleoptera,Notiophilus rufipes,1,Mature
MG,MG_M2_5,MG_M2,Coleoptera,Badister bullatus,1,Mature
MG,MG_M2_5,MG_M2,Coleoptera,Abax parallelepipedus,1,Mature
MG,MG_M2_6,MG_M2,Araneae,Linyphiidae,1,Mature
MG,MG_M2_6,MG_M2,Araneae,Bycatch,2,Mature
MG,MG_M3_1,MG_M3,Coleoptera,Pterostichus madidus,1,Mature
MG,MG_M3_1,MG_M3,Coleoptera,Nebria brevicollis,3,Mature
MG,MG_M3_1,MG_M3,Coleoptera,Abax parallelepipedus,1,Mature
MG,MG_M3_1,MG_M3,Araneae,Segestria senoculata,1,Mature
MG,MG_M3_4,MG_M3,Coleoptera,Abax parallelepipedus,3,Mature
MG,MG_M3_4,MG_M3,Coleoptera,Pterostichus madidus,1,Mature
MG,MG_M3_4,MG_M3,Araneae,Euophrys frontalis,1,Mature
MG,MG_M3_4,MG_M3,Araneae,Pardosa sp,,Mature
MG,MG_M3_4,MG_M3,Araneae,Linyphiidae,2,Mature
MG,MG_M4_1,MG_M4,Coleoptera,Pterostichus madidus,5,Mature
MG,MG_M4_1,MG_M4,Coleoptera,Notiophilus rufipes,1,Mature
MG,MG_M4_1,MG_M4,Coleoptera,Pterostichus madidus,2,Mature
MG,MG_M4_1,MG_M4,Coleoptera,Nebria brevicollis,3,Mature
MG,MG_M4_1,MG_M4,Coleoptera,Notiophilus rufipes,1,Mature
MG,MG_M4_2,MG_M4,Coleoptera,Abax parallelepipedus,1,Mature
MG,MG_M4_2,MG_M4,Coleoptera,Pterostichus madidus,12,Mature
MG,MG_M4_2,MG_M4,Coleoptera,Bycatch,54,Mature
MG,MG_M4_3,MG_M4,Coleoptera,Pterostichus madidus,4,Mature
MG,MG_M4_3,MG_M4,Coleoptera,Nebria brevicollis,2,Mature
MG,MG_M4_3,MG_M4,Coleoptera,Linyphiidae,1,Mature
MG,MG_M4_3,MG_M4,Araneae,Pachygantha clercki,1,Mature
MG,MG_M4_3,MG_M4,Coleoptera,Pterostichus madidus,8,Mature
MG,MG_M4_3,MG_M4,Coleoptera,Nebria brevicollis,1,Mature
MG,MG_M4_4,MG_M4,Coleoptera,Abax parallelepipedus,1,Mature
MG,MG_M4_4,MG_M4,Coleoptera,Pterostichus madidus,2,Mature
MG,MG_M4_4,MG_M4,Coleoptera,Nebria brevicollis,1,Mature
MG,MG_M4_4,MG_M4,Coleoptera,Notiophilus biguttatus,1,Mature
MG,MG_P1_2,MG_P1,Coleoptera,Abax parallelepipedus,1,PL
MG,MG_P1_2,MG_P1,Araneae,Pirata hygrophilus,1,PL
MG,MG_P1_2,MG_P1,Coleoptera,Bembidion guttula,1,PL
MG,MG_P1_2,MG_P1,Coleoptera,Pterostichus strenuus,1,PL
MG,MG_P1_2,MG_P1,Coleoptera,Pachygnatha degeeri,1,PL
MG,MG_P1_2,MG_P1,Coleoptera,Pirata hygrophilus,1,PL
MG,MG_P1_3,MG_P1,Araneae,Pardosa lugabris,2,PL
MG,MG_P1_3,MG_P1,Araneae,Pirata hygrophilus,7,PL
MG,MG_P1_3,MG_P1,Coleoptera,Nebria brevicollis,1,PL
MG,MG_P1_3,MG_P1,Coleoptera,Notiophilus germinyi,1,PL
MG,MG_P1_3,MG_P1,Araneae,Pirata latitans,1,PL
MG,MG_P1_4,MG_P1,Coleoptera,pterostichus niger,1,PL
MG,MG_P1_4,MG_P1,Araneae,Pirata hygrophilus,1,PL
MG,MG_P1_4,MG_P1,Araneae,Pardosa pullata,9,PL
MG,MG_P1_4,MG_P1,Araneae,Pirata latitans,2,PL
MG,MG_P1_4,MG_P1,Coleoptera,Poecilus cupreus,1,PL
MG,MG_P1_4,MG_P1,Araneae,Pachygnatha degeeri,1,PL
MG,MG_P1_5,MG_P1,Coleoptera,Abax parallelepipedus,1,PL
MG,MG_P1_5,MG_P1,Araneae,Pardosa pullata,2,PL
MG,MG_P1_5,MG_P1,Araneae,Pirata latitans,2,PL
MG,MG_P1_6,MG_P1,Araneae,Zoelotes pusillus,1,PL
MG,MG_P1_6,MG_P1,Araneae,Pardosa pullata,3,PL
MG,MG_P1_6,MG_P1,Araneae,Trochosa ruricola,2,PL
MG,MG_P1_6,MG_P1,Araneae,Pardosa lugabris,5,PL
MG,MG_P1_6,MG_P1,Araneae,Pirata latitans,5,PL
MG,MG_P1_6,MG_P1,Coleoptera,Notiophilus germinyi,1,PL
MG,MG_P1_6,MG_P1,Araneae,Linyphiidae,6,PL
MG,MG_P1_6,MG_P1,Araneae,Pardosa pullata,7,PL
MG,MG_P1_6,MG_P1,Coleoptera,Notiophilus germinyi,1,PL
MG,MG_P2_1,MG_P2,Coleoptera,Pterostichus strenuus,1,PL
MG,MG_P2_1,MG_P2,Coleoptera,Abax parallelepipedus,1,PL
MG,MG_P2_1,MG_P2,Araneae,Trochosa ruricola,1,PL
MG,MG_P2_1,MG_P2,Araneae,Pardosa lugabris,1,PL
MG,MG_P2_1,MG_P2,Araneae,Pardosa nigriceps,3,PL
MG,MG_P2_1,MG_P2,Araneae,Pirata hygrophilus,1,PL
MG,MG_P2_1,MG_P2,Araneae,Pirata latitans,3,PL
MG,MG_P2_1,MG_P2,Araneae,Pardosa pullata,1,PL
MG,MG_P2_1,MG_P2,Coleoptera,Clivina fossor,1,PL
MG,MG_P2_2,MG_P2,Coleoptera,Subcoccinella vigintiquattuorpunctata,1,PL
MG,MG_P2_2,MG_P2,Araneae,Linyphiidae,2,PL
MG,MG_P2_2,MG_P2,Coleoptera,Poecilus cupreus,2,PL
MG,MG_P2_2,MG_P2,Araneae,Trochosa terricola,3,PL
MG,MG_P2_2,MG_P2,Araneae,Pardosa pullata,5,PL
MG,MG_P2_2,MG_P2,Araneae,Pirata latitans,6,PL
MG,MG_P2_2,MG_P2,Araneae,Pirata hygrophilus,2,PL
MG,MG_P2_4,MG_P2,Araneae,Pachygnatha degeeri,1,PL
MG,MG_P2_4,MG_P2,Araneae,Linyphiidae,1,PL
MG,MG_P2_5,MG_P2,Araneae,Pirata latitans,5,PL
MG,MG_P2_5,MG_P2,Araneae,Pachygnatha degeeri,2,PL
MG,MG_P2_5,MG_P2,Coleoptera,Clivina fossor,1,PL
MG,MG_P2_5,MG_P2,Araneae,Pirata latitans,2,PL
MG,MG_P2_5,MG_P2,Araneae,Pardosa pullata,4,PL
MG,MG_P2_5,MG_P2,Araneae,Pachygnatha degeeri,2,PL
MG,MG_P2_6,MG_P2,Araneae,Pirata hygrophilus,1,PL
SH,SH_M1_2,SH_M1,Coleoptera,Pterostichus madidus,1,Mature
SH,SH_M1_2,SH_M1,Araneae,Pirata hygrophilus,3,Mature
SH,SH_M1_2,SH_M1,Coleoptera,Calathus rotundicollis,1,Mature
SH,SH_M1_3,SH_M1,Coleoptera,Abax parallelepipedus,2,Mature
SH,SH_M1_3,SH_M1,Coleoptera,Nebria brevicollis,1,Mature
SH,SH_M1_3,SH_M1,Coleoptera,Pterostichus madidus,1,Mature
SH,SH_M1_3,SH_M1,Araneae,Pirata hygrophilus,1,Mature
SH,SH_M1_4,SH_M1,Coleoptera,Abax parallelepipedus,2,Mature
SH,SH_M1_4,SH_M1,Coleoptera,Pterostichus madidus,1,Mature
SH,SH_M1_4,SH_M1,Araneae,Coelotes sp,1,Mature
SH,SH_M1_5,SH_M1,Coleoptera,Abax parallelepipedus,1,Mature
SH,SH_M1_5,SH_M1,Coleoptera,Pterostichus madidus,1,Mature
SH,SH_M1_5,SH_M1,Araneae,Linyphiidae,1,Mature
SH,SH_M1_6,SH_M1,Araneae,Pirata hygrophilus,1,Mature
SH,SH_M2_1,SH_M2,Coleoptera,Abax parallelepipedus,1,Mature
SH,SH_M2_1,SH_M2,Coleoptera,Nebria brevicollis,1,Mature
SH,SH_M2_1,SH_M2,Araneae,Pachygnatha degeeri,2,Mature
SH,SH_M2_1,SH_M2,Araneae,Linyphiidae,1,Mature
SH,SH_M2_1,SH_M2,Coleoptera,Pterostichus madidus,2,Mature
SH,SH_M2_1,SH_M2,Coleoptera,Limodromus assimilis,7,Mature
SH,SH_M2_1,SH_M2,Araneae,Linyphiidae,2,Mature
SH,SH_M2_1,SH_M2,Araneae,Pachygnatha degeeri,1,Mature
SH,SH_M2_1,SH_M2,Araneae,Pirata hygrophilus,10,Mature
SH,SH_M2_1,SH_M2,Coleoptera,Loricera pilicornis,1,Mature
SH,SH_M2_1,SH_M2,Coleoptera,Bembidion lampros,2,Mature
SH,SH_M2_1,SH_M2,Coleoptera,Bembidion guttula,6,Mature
SH,SH_M2_1,SH_M2,Coleoptera,Bembidion obtusum,4,Mature
SH,SH_M2_2,SH_M2,Coleoptera,Abax parallelepipedus,2,Mature
SH,SH_M2_2,SH_M2,Coleoptera,Pterostichus madidus,1,Mature
SH,SH_M2_2,SH_M2,Coleoptera,Nebria brevicollis,2,Mature
SH,SH_M2_3,SH_M2,Coleoptera,Abax parallelepipedus,3,Mature
SH,SH_M2_3,SH_M2,Coleoptera,Nebria brevicollis,1,Mature
SH,SH_M2_4,SH_M2,Coleoptera,Abax parallelepipedus,2,Mature
SH,SH_M2_4,SH_M2,Araneae,Linyphiidae,3,Mature
SH,SH_M2_5,SH_M2,Coleoptera,Abax parallelepipedus,3,Mature
SH,SH_M2_5,SH_M2,Coleoptera,Pterostichus madidus,1,Mature
SH,SH_M2_5,SH_M2,Coleoptera,Nebria brevicollis,1,Mature
SH,SH_M2_6,SH_M2,Coleoptera,Abax parallelepipedus,3,Mature
SH,SH_M2_6,SH_M2,Araneae,Pirata hygrophilus,2,Mature
SH,SH_P1_2,SH_P1,Coleoptera,Limodromus assimilis,2,PL
SH,SH_P1_2,SH_P1,Araneae,Linyphiidae,1,PL
SH,SH_P1_2,SH_P1,Araneae,Pirata hygrophilus,1,PL
SH,SH_P1_2,SH_P1,Coleoptera,Bembidion obtusum,1,PL
SH,SH_P1_2,SH_P1,Coleoptera,Pterostichus madidus,1,PL
SH,SH_P1_2,SH_P1,Coleoptera,Nebria brevicollis,8,PL
SH,SH_P1_2,SH_P1,Araneae,Pirata hygrophilus,2,PL
SH,SH_P1_4,SH_P1,Coleoptera,Limodromus assimilis,6,PL
SH,SH_P1_4,SH_P1,Araneae,Pirata hygrophilus,2,PL
SH,SH_P1_4,SH_P1,Araneae,Linyphiidae,1,PL
SH,SH_P1_4,SH_P1,Araneae,Pirata hygrophilus,12,PL
SH,SH_P1_4,SH_P1,Coleoptera,Nebria brevicollis,1,PL
SH,SH_P1_6,SH_P1,Coleoptera,Abax parallelepipedus,2,PL
SH,SH_P1_6,SH_P1,Coleoptera,Pterostichus madidus,2,PL
SH,SH_P1_6,SH_P1,Coleoptera,Nebria brevicollis,4,PL
SH,SH_P1_6,SH_P1,Araneae,Trochosa terricola,1,PL
SH,SH_P1_6,SH_P1,Araneae,Pirata hygrophilus,5,PL
SH,SH_P1_6,SH_P1,Coleoptera,Notiophilus biguttatus,1,PL
SH,SH_P1_6,SH_P1,Araneae,Pirata hygrophilus,5,PL
SH,SH_P1_6,SH_P1,Araneae,Pachygnatha clercki,1,PL
SH,SH_P2_1,SH_P2,Coleoptera,Abax parallelepipedus,1,PL
SH,SH_P2_1,SH_P2,Coleoptera,Platynus assimilis,5,PL
SH,SH_P2_1,SH_P2,Coleoptera,Nebria brevicollis,3,PL
SH,SH_P2_1,SH_P2,Araneae,Pirata hygrophilus,4,PL
SH,SH_P2_1,SH_P2,Coleoptera,Bembidion sp ,4,PL
SH,SH_P2_2,SH_P2,Coleoptera,Abax parallelepipedus,4,PL
SH,SH_P2_2,SH_P2,Coleoptera,Pirata hygrophilus,6,PL
SH,SH_P2_2,SH_P2,Coleoptera,Bycatch,11,PL
SH,SH_P2_4,SH_P2,Coleoptera,Limodromus assimilis,2,PL
SH,SH_P2_4,SH_P2,Coleoptera,Nebria brevicollis,2,PL
SH,SH_P2_4,SH_P2,Araneae,Pirata hygrophilus,7,PL
SH,SH_P2_4,SH_P2,Coleoptera,Bembidion lampros,2,PL
SH,SH_P2_4,SH_P2,Coleoptera,Bembidion guttula,1,PL
SH,SH_P2_5,SH_P2,Araneae,Pirata hygrophilus,5,PL
SH,SH_P2_5,SH_P2,Coleoptera,Calathus rotundicollis,1,PL
SH,SH_P2_5,SH_P2,Coleoptera,Bembidion lampros,1,PL
SH,SH_P2_5,SH_P2,Araneae,Linyphiidae,1,PL
SH,SH_P2_5,SH_P2,Coleoptera,Abax parallelepipedus,1,PL
SH,SH_P2_5,SH_P2,Coleoptera,Pterostichus madidus,1,PL
SH,SH_P2_6,SH_P2,Coleoptera,Pterostichus melanarius,1,PL
SH,SH_P2_6,SH_P2,Coleoptera,Nebria brevicollis,1,PL
SH,SH_P2_6,SH_P2,Coleoptera,Limodromus assimilis,2,PL
SH,SH_P2_6,SH_P2,Coleoptera,Bembidion quadrimaculatum,1,PL
SH,SH_P2_6,SH_P2,Coleoptera,Bembidion guttula,1,PL
SH,SH_P2_6,SH_P2,Coleoptera,Bembidion obtusum,1,PL
SH,SH_P2_6,SH_P2,Araneae,Pirata hygrophilus,7,PL
