Source,Site,Type,ID,Age,plotID,Species,Latin.name,h.Code
NC,Fames rough 2,Mature,CH-EWNC-6000-FAM2,Mature,CH-EWNC-6000-FAM2 10-60B,Bryophytes,Bryophyta,Non-woodland
NC,Fames rough 2,Mature,CH-EWPL-6000-FAM2,Mature,CH-EWPL-6000-FAM2 10-60A,Bryophytes,Bryophyta,Non-woodland
NC,Fames rough 2,Mature,CH-EWPL-6000-FAM2,Mature,CH-EWPL-6000-FAM2 10-60B,Bryophytes,Bryophyta,Non-woodland
NC,Fames rough 2,NC,CH-NC-6000-FAM2,120,CH-NC-6000-FAM20-30A,Bryophytes,Bryophyta,Non-woodland
NC,Fames rough 2,NC,CH-NC-6000-FAM2,120,CH-NC-6000-FAM20-30B,Bryophytes,Bryophyta,Non-woodland
NC,Fames rough 2,NC,CH-NC-6000-FAM2,120,CH-NC-6000-FAM230-70A,Bryophytes,Bryophyta,Non-woodland
NC,Fames rough 2,NC,CH-NC-6000-FAM2,120,CH-NC-6000-FAM230-70B,Bryophytes,Bryophyta,Non-woodland
NC,Fames rough 2,PL,CH-PL-6000-FAM2,74,CH-PL-6000-FAM20-30A,Bryophytes,Bryophyta,Non-woodland
NC,Fames rough 2,PL,CH-PL-6000-FAM2,74,CH-PL-6000-FAM20-30B,Bryophytes,Bryophyta,Non-woodland
NC,Fames rough 2,PL,CH-PL-6000-FAM2,74,CH-PL-6000-FAM230-70A,Bryophytes,Bryophyta,Non-woodland
NC,Fames rough 2,PL,CH-PL-6000-FAM2,74,CH-PL-6000-FAM230-70B,Bryophytes,Bryophyta,Non-woodland
NC,Fames rough 2,PL,CH-PL-6000-FAM2,74,CH-PL-6000-FAM270-150A,Bryophytes,Bryophyta,Non-woodland
NC,Fames rough 2,PL,CH-PL-6000-FAM2,74,CH-PL-6000-FAM270-150B,Bryophytes,Bryophyta,Non-woodland
NC,Fames rough 2,Mature,CH-EWNC-6000-FAM2,Mature,CH-EWNC-6000-FAM2 10-60A,Enchanters nightshade,Circaea lutetiana,Generalist
NC,Fames rough 2,NC,CH-NC-6000-FAM2,120,CH-NC-6000-FAM20-30A,Enchanters nightshade,Circaea lutetiana,Generalist
NC,Fames rough 2,NC,CH-NC-6000-FAM2,120,CH-NC-6000-FAM20-30B,Enchanters nightshade,Circaea lutetiana,Generalist
NC,Fames rough 2,NC,CH-NC-6000-FAM2,120,CH-NC-6000-FAM230-70B,Enchanters nightshade,Circaea lutetiana,Generalist
NC,Fames rough 2,PL,CH-PL-6000-FAM2,74,CH-PL-6000-FAM20-30A,Cleavers,Galium aparine,Generalist
NC,Fames rough 2,PL,CH-PL-6000-FAM2,74,CH-PL-6000-FAM20-30B,Cleavers,Galium aparine,Generalist
NC,Fames rough 2,PL,CH-PL-6000-FAM2,74,CH-PL-6000-FAM230-70B,Cleavers,Galium aparine,Generalist
NC,Fames rough 2,NC,CH-NC-6000-FAM2,120,CH-NC-6000-FAM230-70B,Ground ivy,Glechoma hederacea,Generalist
NC,Fames rough 2,Mature,CH-EWPL-6000-FAM2,Mature,CH-EWPL-6000-FAM2 10-60A,Ivy,Hedera helix,Generalist
NC,Fames rough 2,Mature,CH-EWPL-6000-FAM2,Mature,CH-EWPL-6000-FAM2 10-60B,Ivy,Hedera helix,Generalist
NC,Fames rough 2,PL,CH-PL-6000-FAM2,74,CH-PL-6000-FAM230-70A,Ivy,Hedera helix,Generalist
NC,Fames rough 2,PL,CH-PL-6000-FAM2,74,CH-PL-6000-FAM230-70B,Ivy,Hedera helix,Generalist
NC,Fames rough 2,PL,CH-PL-6000-FAM2,74,CH-PL-6000-FAM270-150B,Ivy,Hedera helix,Generalist
NC,Fames rough 2,Mature,CH-EWNC-6000-FAM2,Mature,CH-EWNC-6000-FAM2 10-60A,Bluebell,Hyacinthoides non-scripta,Specialist
NC,Fames rough 2,Mature,CH-EWPL-6000-FAM2,Mature,CH-EWPL-6000-FAM2 10-60A,Dogs mercury,Mercurialis perennis,Specialist
NC,Fames rough 2,Mature,CH-EWPL-6000-FAM2,Mature,CH-EWPL-6000-FAM2 10-60B,Dogs mercury,Mercurialis perennis,Specialist
NC,Fames rough 2,NC,CH-NC-6000-FAM2,120,CH-NC-6000-FAM20-30A,Dogs mercury,Mercurialis perennis,Specialist
NC,Fames rough 2,NC,CH-NC-6000-FAM2,120,CH-NC-6000-FAM20-30B,Dogs mercury,Mercurialis perennis,Specialist
NC,Fames rough 2,NC,CH-NC-6000-FAM2,120,CH-NC-6000-FAM230-70A,Dogs mercury,Mercurialis perennis,Specialist
NC,Fames rough 2,NC,CH-NC-6000-FAM2,120,CH-NC-6000-FAM230-70B,Dogs mercury,Mercurialis perennis,Specialist
NC,Fames rough 2,PL,CH-PL-6000-FAM2,74,CH-PL-6000-FAM20-30A,Dogs mercury,Mercurialis perennis,Specialist
NC,Fames rough 2,PL,CH-PL-6000-FAM2,74,CH-PL-6000-FAM20-30B,Dogs mercury,Mercurialis perennis,Specialist
NC,Fames rough 2,PL,CH-PL-6000-FAM2,74,CH-PL-6000-FAM230-70B,Dogs mercury,Mercurialis perennis,Specialist
NC,Fames rough 2,PL,CH-PL-6000-FAM2,74,CH-PL-6000-FAM270-150A,Dogs mercury,Mercurialis perennis,Specialist
NC,Fames rough 2,PL,CH-PL-6000-FAM2,74,CH-PL-6000-FAM270-150B,Dogs mercury,Mercurialis perennis,Specialist
NC,Fames rough 2,Mature,CH-EWNC-6000-FAM2,Mature,CH-EWNC-6000-FAM2 10-60A,Grazing,,Non-woodland
NC,Fames rough 2,Mature,CH-EWNC-6000-FAM2,Mature,CH-EWNC-6000-FAM2 10-60A,Leaf litter,,Non-woodland
NC,Fames rough 2,Mature,CH-EWNC-6000-FAM2,Mature,CH-EWNC-6000-FAM2 10-60A,Bare ground,,Non-woodland
NC,Fames rough 2,Mature,CH-EWNC-6000-FAM2,Mature,CH-EWNC-6000-FAM2 10-60B,Grazing,,Non-woodland
NC,Fames rough 2,Mature,CH-EWNC-6000-FAM2,Mature,CH-EWNC-6000-FAM2 10-60B,Leaf litter,,Non-woodland
NC,Fames rough 2,Mature,CH-EWNC-6000-FAM2,Mature,CH-EWNC-6000-FAM2 10-60B,Bare ground,,Non-woodland
NC,Fames rough 2,Mature,CH-EWPL-6000-FAM2,Mature,CH-EWPL-6000-FAM2 10-60A,Grazing,,Non-woodland
NC,Fames rough 2,Mature,CH-EWPL-6000-FAM2,Mature,CH-EWPL-6000-FAM2 10-60A,Leaf litter,,Non-woodland
NC,Fames rough 2,Mature,CH-EWPL-6000-FAM2,Mature,CH-EWPL-6000-FAM2 10-60A,Bare ground,,Non-woodland
NC,Fames rough 2,Mature,CH-EWPL-6000-FAM2,Mature,CH-EWPL-6000-FAM2 10-60B,Grazing,,Non-woodland
NC,Fames rough 2,Mature,CH-EWPL-6000-FAM2,Mature,CH-EWPL-6000-FAM2 10-60B,Leaf litter,,Non-woodland
NC,Fames rough 2,Mature,CH-EWPL-6000-FAM2,Mature,CH-EWPL-6000-FAM2 10-60B,Bare ground,,Non-woodland
NC,Fames rough 2,NC,CH-NC-6000-FAM2,120,CH-NC-6000-FAM20-30A,Grazing,,Non-woodland
NC,Fames rough 2,NC,CH-NC-6000-FAM2,120,CH-NC-6000-FAM20-30A,Leaf litter,,Non-woodland
NC,Fames rough 2,NC,CH-NC-6000-FAM2,120,CH-NC-6000-FAM20-30A,Bare ground,,Non-woodland
NC,Fames rough 2,NC,CH-NC-6000-FAM2,120,CH-NC-6000-FAM20-30B,Grazing,,Non-woodland
NC,Fames rough 2,NC,CH-NC-6000-FAM2,120,CH-NC-6000-FAM20-30B,Leaf litter,,Non-woodland
NC,Fames rough 2,NC,CH-NC-6000-FAM2,120,CH-NC-6000-FAM20-30B,Bare ground,,Non-woodland
NC,Fames rough 2,NC,CH-NC-6000-FAM2,120,CH-NC-6000-FAM230-70A,Grazing,,Non-woodland
NC,Fames rough 2,NC,CH-NC-6000-FAM2,120,CH-NC-6000-FAM230-70A,Leaf litter,,Non-woodland
NC,Fames rough 2,NC,CH-NC-6000-FAM2,120,CH-NC-6000-FAM230-70A,Bare ground,,Non-woodland
NC,Fames rough 2,NC,CH-NC-6000-FAM2,120,CH-NC-6000-FAM230-70B,Grazing,,Non-woodland
NC,Fames rough 2,NC,CH-NC-6000-FAM2,120,CH-NC-6000-FAM230-70B,Leaf litter,,Non-woodland
NC,Fames rough 2,NC,CH-NC-6000-FAM2,120,CH-NC-6000-FAM230-70B,Bare ground,,Non-woodland
NC,Fames rough 2,PL,CH-PL-6000-FAM2,74,CH-PL-6000-FAM20-30A,Grazing,,Non-woodland
NC,Fames rough 2,PL,CH-PL-6000-FAM2,74,CH-PL-6000-FAM20-30A,Leaf litter,,Non-woodland
NC,Fames rough 2,PL,CH-PL-6000-FAM2,74,CH-PL-6000-FAM20-30A,Bare ground,,Non-woodland
NC,Fames rough 2,PL,CH-PL-6000-FAM2,74,CH-PL-6000-FAM20-30B,Grazing,,Non-woodland
NC,Fames rough 2,PL,CH-PL-6000-FAM2,74,CH-PL-6000-FAM20-30B,Leaf litter,,Non-woodland
NC,Fames rough 2,PL,CH-PL-6000-FAM2,74,CH-PL-6000-FAM20-30B,Bare ground,,Non-woodland
NC,Fames rough 2,PL,CH-PL-6000-FAM2,74,CH-PL-6000-FAM230-70A,Grazing,,Non-woodland
NC,Fames rough 2,PL,CH-PL-6000-FAM2,74,CH-PL-6000-FAM230-70A,Leaf litter,,Non-woodland
NC,Fames rough 2,PL,CH-PL-6000-FAM2,74,CH-PL-6000-FAM230-70A,Bare ground,,Non-woodland
NC,Fames rough 2,PL,CH-PL-6000-FAM2,74,CH-PL-6000-FAM230-70B,Grazing,,Non-woodland
NC,Fames rough 2,PL,CH-PL-6000-FAM2,74,CH-PL-6000-FAM230-70B,Leaf litter,,Non-woodland
NC,Fames rough 2,PL,CH-PL-6000-FAM2,74,CH-PL-6000-FAM230-70B,Bare ground,,Non-woodland
NC,Fames rough 2,PL,CH-PL-6000-FAM2,74,CH-PL-6000-FAM270-150A,Grazing,,Non-woodland
NC,Fames rough 2,PL,CH-PL-6000-FAM2,74,CH-PL-6000-FAM270-150A,Leaf litter,,Non-woodland
NC,Fames rough 2,PL,CH-PL-6000-FAM2,74,CH-PL-6000-FAM270-150A,Bare ground,,Non-woodland
NC,Fames rough 2,PL,CH-PL-6000-FAM2,74,CH-PL-6000-FAM270-150B,Grazing,,Non-woodland
NC,Fames rough 2,PL,CH-PL-6000-FAM2,74,CH-PL-6000-FAM270-150B,Leaf litter,,Non-woodland
NC,Fames rough 2,PL,CH-PL-6000-FAM2,74,CH-PL-6000-FAM270-150B,Bare ground,,Non-woodland
NC,Fames rough 2,Mature,CH-EWNC-6000-FAM2,Mature,CH-EWNC-6000-FAM2 10-60A,Bramble,Rubus fruticosus agg.,Non-woodland
NC,Fames rough 2,Mature,CH-EWNC-6000-FAM2,Mature,CH-EWNC-6000-FAM2 10-60B,Bramble,Rubus fruticosus agg.,Non-woodland
NC,Fames rough 2,NC,CH-NC-6000-FAM2,120,CH-NC-6000-FAM20-30A,Bramble,Rubus fruticosus agg.,Non-woodland
NC,Fames rough 2,NC,CH-NC-6000-FAM2,120,CH-NC-6000-FAM20-30B,Bramble,Rubus fruticosus agg.,Non-woodland
NC,Fames rough 2,NC,CH-NC-6000-FAM2,120,CH-NC-6000-FAM230-70B,Bramble,Rubus fruticosus agg.,Non-woodland
NC,Fames rough 2,PL,CH-PL-6000-FAM2,74,CH-PL-6000-FAM20-30A,Nettle,Urtica dioica,Generalist
NC,Fames rough 2,PL,CH-PL-6000-FAM2,74,CH-PL-6000-FAM20-30B,Nettle,Urtica dioica,Generalist
NC,Fames rough 2,PL,CH-PL-6000-FAM2,74,CH-PL-6000-FAM230-70A,Nettle,Urtica dioica,Generalist
NC,Fames rough 2,PL,CH-PL-6000-FAM2,74,CH-PL-6000-FAM270-150A,Nettle,Urtica dioica,Generalist
NC,Fames rough 2,PL,CH-PL-6000-FAM2,74,CH-PL-6000-FAM270-150B,Nettle,Urtica dioica,Generalist
NC,Fames rough 2,Mature,CH-EWPL-6000-FAM2,Mature,CH-EWPL-6000-FAM2 10-60A,Sanicle,Sanicula europaea,Specialist
NC,Fames rough 2,Mature,CH-EWPL-6000-FAM2,Mature,CH-EWPL-6000-FAM2 10-60A,Violet sp.,Viola sp.,Non-woodland
NC,Fames rough 2,Mature,CH-EWPL-6000-FAM2,Mature,CH-EWPL-6000-FAM2 10-60A,Clematis vitalba,Clematis vitalba,Generalist
NC,Fames rough 2,Mature,CH-EWPL-6000-FAM2,Mature,CH-EWPL-6000-FAM2 10-60A,Black bryony ,Tamus communis,Specialist
NC,Fames rough 2,Mature,CH-EWPL-6000-FAM2,Mature,CH-EWPL-6000-FAM2 10-60B,Sanicle,Sanicula europaea,Specialist
NC,Fames rough 2,Mature,CH-EWPL-6000-FAM2,Mature,CH-EWPL-6000-FAM2 10-60B,Violet sp.,Viola sp.,Non-woodland
NC,Fames rough 2,NC,CH-NC-6000-FAM2,120,CH-NC-6000-FAM20-30B,Bracken,Pteridium aquilinum,Generalist
NC,Fames rough 2,NC,CH-NC-6000-FAM2,120,CH-NC-6000-FAM230-70A,Dog violet,Viola riviniana,Specialist
NC,Fames rough 2,NC,CH-NC-6000-FAM2,120,CH-NC-6000-FAM230-70A,Wild strawberry,Fragaria vesca,Specialist
NC,Fames rough 2,NC,CH-NC-6000-FAM2,120,CH-NC-6000-FAM230-70B,Bugle,Ajuga reptans,Generalist
NC,Fames rough 2,NC,CH-NC-6000-FAM2,120,CH-NC-6000-FAM230-70B,Dog violet,Viola riviniana,Specialist
NC,Fames rough 2,PL,CH-PL-6000-FAM2,74,CH-PL-6000-FAM20-30A,Clematis vitalba,Clematis vitalba,Generalist
NC,Fames rough 2,PL,CH-PL-6000-FAM2,74,CH-PL-6000-FAM230-70B,Wood speedwell,Veronica montana,Specialist
NC,Fames rough 2,PL,CH-PL-6000-FAM2,74,CH-PL-6000-FAM270-150A,Black bryony ,Tamus communis,Specialist
NC,Fames rough 2,PL,CH-PL-6000-FAM2,74,CH-PL-6000-FAM270-150A,Deadly nightshade,Atropa belladonna,Generalist
NC,Hayley wood,Mature,EA-EWNC-6000-HAYL,Mature,EA-EWNC-6000-HAYL 10-60A,False brome,Brachypodium sylvaticum,Specialist
NC,Hayley wood,Mature,EA-EWNC-6000-HAYL,Mature,EA-EWNC-6000-HAYL 10-60A,Bryophytes,Bryophyta,Non-woodland
NC,Hayley wood,Mature,EA-EWNC-6000-HAYL,Mature,EA-EWNC-6000-HAYL 10-60B,Bryophytes,Bryophyta,Non-woodland
NC,Hayley wood,Mature,EA-EWNC-6000-HAYL,Mature,EA-EWNC-6000-HAYL 10-60A,Wood sedge,Carex sylvatica,Specialist
NC,Hayley wood,Mature,EA-EWNC-6000-HAYL,Mature,EA-EWNC-6000-HAYL 10-60B,Wood sedge,Carex sylvatica,Specialist
NC,Hayley wood,Mature,EA-EWNC-6000-HAYL,Mature,EA-EWNC-6000-HAYL 10-60A,Great willowherb,Epilobium hirsutum,Generalist
NC,Hayley wood,Mature,EA-EWNC-6000-HAYL,Mature,EA-EWNC-6000-HAYL 10-60B,Willowherb sp. ,Epilobium sp.,Non-woodland
NC,Hayley wood,Mature,EA-EWNC-6000-HAYL,Mature,EA-EWNC-6000-HAYL 10-60B,Wood avens,Geum urbanum,Generalist
NC,Hayley wood,Mature,EA-EWNC-6000-HAYL,Mature,EA-EWNC-6000-HAYL 10-60A,Soft rush,Juncus effusus,Generalist
NC,Hayley wood,Mature,EA-EWNC-6000-HAYL,Mature,EA-EWNC-6000-HAYL 10-60A,Grazing,,Non-woodland
NC,Hayley wood,Mature,EA-EWNC-6000-HAYL,Mature,EA-EWNC-6000-HAYL 10-60A,Leaf litter,,Non-woodland
NC,Hayley wood,Mature,EA-EWNC-6000-HAYL,Mature,EA-EWNC-6000-HAYL 10-60A,Bare ground,,Non-woodland
NC,Hayley wood,Mature,EA-EWNC-6000-HAYL,Mature,EA-EWNC-6000-HAYL 10-60B,Grazing,,Non-woodland
NC,Hayley wood,Mature,EA-EWNC-6000-HAYL,Mature,EA-EWNC-6000-HAYL 10-60B,Leaf litter,,Non-woodland
NC,Hayley wood,Mature,EA-EWNC-6000-HAYL,Mature,EA-EWNC-6000-HAYL 10-60B,Bare ground,,Non-woodland
NC,Hayley wood,Mature,EA-EWNC-6000-HAYL,Mature,EA-EWNC-6000-HAYL 10-60B,Rough meadow grass,Poa trivialis,Generalist
NC,Hayley wood,Mature,EA-EWNC-6000-HAYL,Mature,EA-EWNC-6000-HAYL 10-60A,Bramble,Rubus fruticosus agg.,Non-woodland
NC,Hayley wood,Mature,EA-EWNC-6000-HAYL,Mature,EA-EWNC-6000-HAYL 10-60B,Bramble,Rubus fruticosus agg.,Non-woodland
NC,Hayley wood,Mature,EA-EWNC-6000-HAYL,Mature,EA-EWNC-6000-HAYL 10-60A,Ragged robin,Silene flos-cuculi,Non-woodland
NC,Hayley wood,Mature,EA-EWNC-6000-HAYL,Mature,EA-EWNC-6000-HAYL 10-60A,Tufted hairgrass,Deschampsia cespitosa,Generalist
NC,Hayley wood,Mature,EA-EWNC-6000-HAYL,Mature,EA-EWNC-6000-HAYL 10-60A,Hairy woodrush,Luzula pilosa,Specialist
NC,Hayley wood,Mature,EA-EWNC-6000-HAYL,Mature,EA-EWNC-6000-HAYL 10-60A,Compact rush,Juncus conglomeratus,Generalist
NC,Hayley wood,Mature,EA-EWNC-6000-HAYL,Mature,EA-EWNC-6000-HAYL 10-60B,Violet sp.,Viola sp.,Non-woodland
NC,Hayley wood,Mature,EA-EWPL-6000-HAYL,Mature,EA-EWPL-6000-HAYL 10-60A,False brome,Brachypodium sylvaticum,Specialist
NC,Hayley wood,Mature,EA-EWPL-6000-HAYL,Mature,EA-EWPL-6000-HAYL 10-60B,Bryophytes,Bryophyta,Non-woodland
NC,Hayley wood,Mature,EA-EWPL-6000-HAYL,Mature,EA-EWPL-6000-HAYL 10-60A,Bryophytes,Bryophyta,Non-woodland
NC,Hayley wood,Mature,EA-EWPL-6000-HAYL,Mature,EA-EWPL-6000-HAYL 10-60A,Wood sedge,Carex sylvatica,Specialist
NC,Hayley wood,Mature,EA-EWPL-6000-HAYL,Mature,EA-EWPL-6000-HAYL 10-60B,Meadowsweet,Filipendula ulmaria,Generalist
NC,Hayley wood,Mature,EA-EWPL-6000-HAYL,Mature,EA-EWPL-6000-HAYL 10-60A,Wood avens,Geum urbanum,Generalist
NC,Hayley wood,Mature,EA-EWPL-6000-HAYL,Mature,EA-EWPL-6000-HAYL 10-60A,Bluebell,Hyacinthoides non-scripta,Specialist
NC,Hayley wood,Mature,EA-EWPL-6000-HAYL,Mature,EA-EWPL-6000-HAYL 10-60B,Grazing,,Non-woodland
NC,Hayley wood,Mature,EA-EWPL-6000-HAYL,Mature,EA-EWPL-6000-HAYL 10-60B,Leaf litter,,Non-woodland
NC,Hayley wood,Mature,EA-EWPL-6000-HAYL,Mature,EA-EWPL-6000-HAYL 10-60B,Bare ground,,Non-woodland
NC,Hayley wood,Mature,EA-EWPL-6000-HAYL,Mature,EA-EWPL-6000-HAYL 10-60A,Grazing,,Non-woodland
NC,Hayley wood,Mature,EA-EWPL-6000-HAYL,Mature,EA-EWPL-6000-HAYL 10-60A,Leaf litter,,Non-woodland
NC,Hayley wood,Mature,EA-EWPL-6000-HAYL,Mature,EA-EWPL-6000-HAYL 10-60A,Bare ground,,Non-woodland
NC,Hayley wood,Mature,EA-EWPL-6000-HAYL,Mature,EA-EWPL-6000-HAYL 10-60A,Bramble,Rubus fruticosus agg.,Non-woodland
NC,Hayley wood,Mature,EA-EWPL-6000-HAYL,Mature,EA-EWPL-6000-HAYL 10-60B,Tufted hairgrass,Deschampsia cespitosa,Generalist
NC,Hayley wood,Mature,EA-EWPL-6000-HAYL,Mature,EA-EWPL-6000-HAYL 10-60A,Tufted hairgrass,Deschampsia cespitosa,Generalist
NC,Hayley wood,Mature,EA-EWPL-6000-HAYL,Mature,EA-EWPL-6000-HAYL 10-60A,Lesser celandine,Ficaria verna,Non-woodland
NC,Hayley wood,NC,EA-NC-6000-HAYL,100,EA-NC-6000-HAYL0-30A,Lords and ladies,Arum maculatum,Specialist
NC,Hayley wood,NC,EA-NC-6000-HAYL,100,EA-NC-6000-HAYL70-150A,False brome,Brachypodium sylvaticum,Specialist
NC,Hayley wood,NC,EA-NC-6000-HAYL,100,EA-NC-6000-HAYL0-30B,False brome,Brachypodium sylvaticum,Specialist
NC,Hayley wood,NC,EA-NC-6000-HAYL,100,EA-NC-6000-HAYL0-30A,Bryophytes,Bryophyta,Non-woodland
NC,Hayley wood,NC,EA-NC-6000-HAYL,100,EA-NC-6000-HAYL70-150A,Bryophytes,Bryophyta,Non-woodland
NC,Hayley wood,NC,EA-NC-6000-HAYL,100,EA-NC-6000-HAYL30-70B,Bryophytes,Bryophyta,Non-woodland
NC,Hayley wood,NC,EA-NC-6000-HAYL,100,EA-NC-6000-HAYL30-70A,Bryophytes,Bryophyta,Non-woodland
NC,Hayley wood,NC,EA-NC-6000-HAYL,100,EA-NC-6000-HAYL70-150B,Bryophytes,Bryophyta,Non-woodland
NC,Hayley wood,NC,EA-NC-6000-HAYL,100,EA-NC-6000-HAYL0-30B,Bryophytes,Bryophyta,Non-woodland
NC,Hayley wood,NC,EA-NC-6000-HAYL,100,EA-NC-6000-HAYL0-30B,Cleavers,Galium aparine,Generalist
NC,Hayley wood,NC,EA-NC-6000-HAYL,100,EA-NC-6000-HAYL70-150A,Herb robert,Geranium robertianum,Specialist
NC,Hayley wood,NC,EA-NC-6000-HAYL,100,EA-NC-6000-HAYL30-70B,Herb robert,Geranium robertianum,Specialist
NC,Hayley wood,NC,EA-NC-6000-HAYL,100,EA-NC-6000-HAYL0-30B,Herb robert,Geranium robertianum,Specialist
NC,Hayley wood,NC,EA-NC-6000-HAYL,100,EA-NC-6000-HAYL0-30A,Wood avens,Geum urbanum,Generalist
NC,Hayley wood,NC,EA-NC-6000-HAYL,100,EA-NC-6000-HAYL30-70B,Wood avens,Geum urbanum,Generalist
NC,Hayley wood,NC,EA-NC-6000-HAYL,100,EA-NC-6000-HAYL0-30B,Wood avens,Geum urbanum,Generalist
NC,Hayley wood,NC,EA-NC-6000-HAYL,100,EA-NC-6000-HAYL30-70B,Ground ivy,Glechoma hederacea,Generalist
NC,Hayley wood,NC,EA-NC-6000-HAYL,100,EA-NC-6000-HAYL70-150A,Ivy,Hedera helix,Generalist
NC,Hayley wood,NC,EA-NC-6000-HAYL,100,EA-NC-6000-HAYL70-150A,Dogs mercury,Mercurialis perennis,Specialist
NC,Hayley wood,NC,EA-NC-6000-HAYL,100,EA-NC-6000-HAYL30-70B,Dogs mercury,Mercurialis perennis,Specialist
NC,Hayley wood,NC,EA-NC-6000-HAYL,100,EA-NC-6000-HAYL0-30B,Dogs mercury,Mercurialis perennis,Specialist
NC,Hayley wood,NC,EA-NC-6000-HAYL,100,EA-NC-6000-HAYL0-30A,Grazing,,Non-woodland
NC,Hayley wood,NC,EA-NC-6000-HAYL,100,EA-NC-6000-HAYL0-30A,Leaf litter,,Non-woodland
NC,Hayley wood,NC,EA-NC-6000-HAYL,100,EA-NC-6000-HAYL0-30A,Bare ground,,Non-woodland
NC,Hayley wood,NC,EA-NC-6000-HAYL,100,EA-NC-6000-HAYL70-150A,Grazing,,Non-woodland
NC,Hayley wood,NC,EA-NC-6000-HAYL,100,EA-NC-6000-HAYL70-150A,Leaf litter,,Non-woodland
NC,Hayley wood,NC,EA-NC-6000-HAYL,100,EA-NC-6000-HAYL70-150A,Bare ground,,Non-woodland
NC,Hayley wood,NC,EA-NC-6000-HAYL,100,EA-NC-6000-HAYL30-70B,Grazing,,Non-woodland
NC,Hayley wood,NC,EA-NC-6000-HAYL,100,EA-NC-6000-HAYL30-70B,Leaf litter,,Non-woodland
NC,Hayley wood,NC,EA-NC-6000-HAYL,100,EA-NC-6000-HAYL30-70B,Bare ground,,Non-woodland
NC,Hayley wood,NC,EA-NC-6000-HAYL,100,EA-NC-6000-HAYL30-70A,Grazing,,Non-woodland
NC,Hayley wood,NC,EA-NC-6000-HAYL,100,EA-NC-6000-HAYL30-70A,Leaf litter,,Non-woodland
NC,Hayley wood,NC,EA-NC-6000-HAYL,100,EA-NC-6000-HAYL30-70A,Bare ground,,Non-woodland
NC,Hayley wood,NC,EA-NC-6000-HAYL,100,EA-NC-6000-HAYL70-150B,Grazing,,Non-woodland
NC,Hayley wood,NC,EA-NC-6000-HAYL,100,EA-NC-6000-HAYL70-150B,Leaf litter,,Non-woodland
NC,Hayley wood,NC,EA-NC-6000-HAYL,100,EA-NC-6000-HAYL70-150B,Bare ground,,Non-woodland
NC,Hayley wood,NC,EA-NC-6000-HAYL,100,EA-NC-6000-HAYL0-30B,Grazing,,Non-woodland
NC,Hayley wood,NC,EA-NC-6000-HAYL,100,EA-NC-6000-HAYL0-30B,Leaf litter,,Non-woodland
NC,Hayley wood,NC,EA-NC-6000-HAYL,100,EA-NC-6000-HAYL0-30B,Bare ground,,Non-woodland
NC,Hayley wood,NC,EA-NC-6000-HAYL,100,EA-NC-6000-HAYL30-70B,Rough meadow grass,Poa trivialis,Generalist
NC,Hayley wood,NC,EA-NC-6000-HAYL,100,EA-NC-6000-HAYL70-150A,Field rose,Rosa arvensis,Specialist
NC,Hayley wood,NC,EA-NC-6000-HAYL,100,EA-NC-6000-HAYL0-30B,Field rose,Rosa arvensis,Specialist
NC,Hayley wood,NC,EA-NC-6000-HAYL,100,EA-NC-6000-HAYL70-150A,Bramble,Rubus fruticosus agg.,Non-woodland
NC,Hayley wood,NC,EA-NC-6000-HAYL,100,EA-NC-6000-HAYL30-70B,Bramble,Rubus fruticosus agg.,Non-woodland
NC,Hayley wood,NC,EA-NC-6000-HAYL,100,EA-NC-6000-HAYL30-70A,Bramble,Rubus fruticosus agg.,Non-woodland
NC,Hayley wood,NC,EA-NC-6000-HAYL,100,EA-NC-6000-HAYL70-150B,Bramble,Rubus fruticosus agg.,Non-woodland
NC,Hayley wood,NC,EA-NC-6000-HAYL,100,EA-NC-6000-HAYL0-30B,Bramble,Rubus fruticosus agg.,Non-woodland
NC,Hayley wood,NC,EA-NC-6000-HAYL,100,EA-NC-6000-HAYL30-70A,Broad-leaved dock,Rumex obtusifolius,Generalist
NC,Hayley wood,NC,EA-NC-6000-HAYL,100,EA-NC-6000-HAYL0-30A,Red currant,Ribes rubrum,Specialist
NC,Hayley wood,NC,EA-NC-6000-HAYL,100,EA-NC-6000-HAYL70-150A,Violet sp.,Viola sp.,Non-woodland
NC,Hayley wood,NC,EA-NC-6000-HAYL,100,EA-NC-6000-HAYL0-30B,Violet sp.,Viola sp.,Non-woodland
NC,Hayley wood,NC,EA-NC-6000-HAYL,100,EA-NC-6000-HAYL0-30B,Honeysuckle,Lonicera periclymenum,Specialist
NC,Hayley wood,PL,EA-PL-6000-HAYL,69,EA-PL-6000-HAYL0-30A,Creeping bent,Agrostis stolonifera,Generalist
NC,Hayley wood,PL,EA-PL-6000-HAYL,69,EA-PL-6000-HAYL30-70B,Lords and ladies,Arum maculatum,Specialist
NC,Hayley wood,PL,EA-PL-6000-HAYL,69,EA-PL-6000-HAYL0-30B,Lords and ladies,Arum maculatum,Specialist
NC,Hayley wood,PL,EA-PL-6000-HAYL,69,EA-PL-6000-HAYL0-30B,False brome,Brachypodium sylvaticum,Specialist
NC,Hayley wood,PL,EA-PL-6000-HAYL,69,EA-PL-6000-HAYL70-150A,False brome,Brachypodium sylvaticum,Specialist
NC,Hayley wood,PL,EA-PL-6000-HAYL,69,EA-PL-6000-HAYL70-150B,False brome,Brachypodium sylvaticum,Specialist
